Education_Level,Time_since_promotion,Growth_Rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Attrition_rate,Ratio_Age_Time_of_service
3,1,48,1,1,3.0,2.0,0.1673,0.28478859951835944
3,4,52,1,1,6.0,1.0,0.0678,0.32646497993568036
3,2,24,0,1,3.0,3.0,0.4688,0.3333333333333333
4,1,34,1,4,9.0,1.0,0.0758,0.2
3,3,69,1,5,9.0,3.0,0.0899,0.5846153846153846
3,1,51,1,3,6.0,4.0,0.0514,0.35
4,1,24,1,4,4.0,4.0,0.0607,0.20833333333333334
2,3,33,1,2,5.0,1.0,0.0976,0.24
2,2,24,1,3,8.0,3.0,0.3726,0.5892857142857143
3,4,30,1,3,6.0,3.0,0.0561,0.17857142857142858
4,2,24,2,4,5.0,4.0,0.1787,0.2727272727272727
1,4,62,1,3,5.0,1.0,0.1511,0.46808510638297873
3,3,33,0,2,5.0,1.0,0.0079,0.13636363636363635
4,4,48,2,2,7.0,2.0,0.0321,0.23255813953488372
4,1,61,2,4,7.0,2.0,0.239,0.5178571428571429
3,3,70,0,3,4.0,2.0,0.5773,0.3829787234042553
1,3,36,1,3,4.0,1.0,0.2165,0.42105263157894735
4,3,66,1,5,7.0,3.0,0.1324,0.13636363636363635
1,1,70,1,5,8.0,3.0,0.0139999999999999,0.5901639344262295
3,3,59,0,3,6.0,1.0,0.17,0.125
1,3,37,1,3,8.0,2.0,0.0585,0.17391304347826086
3,2,61,0,2,5.0,3.0,0.0104,0.11538461538461539
1,4,27,2,3,5.0,1.0,0.0291,0.2127659574468085
1,1,21,1,1,3.0,4.0,0.0686,0.40540540540540543
3,4,70,0,4,6.0,2.0,0.2669,0.5416666666666666
3,4,51,1,3,5.0,4.0,0.1323,0.15384615384615385
4,1,50,1,2,7.0,4.0,0.2597,0.38243040506751125
3,4,48,1,1,3.0,3.0,0.142,0.15625
2,4,67,0,3,7.0,1.0,0.0902,0.3111111111111111
3,2,35,1,2,8.0,1.0,0.0354,0.16129032258064516
4,1,65,1,2,5.0,3.0,0.0819,0.15555555555555556
4,4,73,0,3,8.0,3.0,0.1739,0.32608695652173914
5,1,66,1,4,7.0,1.0,0.0547,0.36666666666666664
1,3,21,1,3,9.0,3.0,0.2683,0.0967741935483871
2,4,20,0,2,8.0,2.0,0.0161,0.46938775510204084
3,1,21,0,2,1.0,3.0,0.2111,0.05
5,1,56,1,4,4.0,2.0,0.2454,0.17391304347826086
3,3,62,2,3,2.0,1.0,0.1726,0.34615384615384615
3,3,50,1,3,7.0,4.0,0.1715,0.17391304347826086
5,3,39,1,3,8.0,3.0,0.017,0.2631578947368421
3,2,46,0,4,5.0,4.0,0.0942,0.15384615384615385
1,3,29,2,3,1.0,3.0,0.0779,0.19148936170212766
4,3,41,0,4,5.0,2.0,0.1002,0.3533319286685694
4,1,44,2,5,8.0,3.0,0.0887,0.35223853098323404
5,3,58,0,3,9.0,2.0,0.2794,0.21212121212121213
2,2,50,0,2,8.0,1.0,0.0073,0.11538461538461539
3,3,64,0,2,2.0,1.0,0.0071,0.16666666666666666
1,3,41,0,1,2.0,3.0,0.0869,0.4222222222222222
2,2,34,1,3,8.0,3.0,0.1099,0.2307769685752223
4,1,44,2,4,1.0,2.0,0.1468,0.13636363636363635
1,1,43,1,4,4.0,1.0,0.0948,0.05
2,0,49,0,3,4.0,1.0,0.2516,0.0
4,1,39,1,3,7.0,1.0,0.4263,0.17391304347826086
3,3,73,0,4,5.0,1.0,0.1133,0.3389830508474576
3,3,38,1,2,9.0,3.0,0.0969,0.3191489361702128
1,1,50,2,3,7.0,3.0,0.0139999999999999,0.05
4,3,69,1,4,6.0,1.0,0.2465,0.358974358974359
4,4,70,1,4,6.0,3.0,0.1056,0.2857142857142857
4,4,54,1,4,2.0,3.0,0.062,0.3793103448275862
5,3,49,2,3,3.0,2.0,0.1491,0.5
5,3,28,1,5,6.0,3.0,0.187,0.2222222222222222
1,4,60,1,4,9.0,2.0,0.102,0.5
3,1,73,2,2,5.0,1.0,0.2554,0.5901639344262295
5,4,51,0,3,6.0,2.0,0.133,0.45454545454545453
3,2,59,1,5,9.0,3.0,0.2513,0.09523809523809523
3,4,20,1,3,10.0,2.0,0.0202,0.17391304347826086
3,0,23,2,3,7.0,3.0,0.6712,0.0
3,1,28,1,3,5.0,4.0,0.1813,0.2608695652173913
5,2,67,0,5,4.0,1.0,0.3221,0.21428571428571427
5,3,37,1,3,8.0,2.0,0.23,0.3559322033898305
3,4,40,0,2,7.0,3.0,0.2553,0.4918032786885246
1,4,47,1,5,8.0,2.0,0.7177,0.28478859951835944
4,1,46,1,5,7.0,3.0,0.1125,0.4576271186440678
2,4,71,1,3,7.0,1.0,0.0578,0.3076923076923077
4,2,58,0,4,7.0,2.0,0.5313,0.2647058823529412
3,1,36,0,1,7.0,3.0,0.0284,0.15384615384615385
5,4,41,1,4,8.0,2.0,0.0711,0.5666666666666667
3,4,31,1,1,8.0,3.0,0.1719,0.33962264150943394
1,1,69,0,4,6.0,4.0,0.0313,0.578125
3,1,44,1,4,1.0,1.0,0.1166,0.3392857142857143
3,2,21,1,3,4.0,3.0,0.1998,0.2653061224489796
4,0,60,1,1,7.0,1.0,0.2466,0.0
3,2,58,1,3,4.0,4.0,0.0646,0.11538461538461539
3,3,36,1,5,8.0,1.0,0.0487,0.5555555555555556
2,3,40,2,1,4.0,2.0,0.3543,0.48936170212765956
2,4,29,2,4,6.0,1.0,0.1422,0.23529411764705882
2,1,20,0,3,6.0,3.0,0.0714,0.25
3,4,48,1,3,8.0,4.0,0.0456,0.7823778420518321
1,4,60,1,1,4.0,3.0,0.7941,0.1935483870967742
1,3,26,0,3,2.0,1.0,0.6074,0.375
4,3,68,2,3,4.0,2.0,0.1065,0.12618997452448905
5,3,37,0,1,5.0,2.0,0.173,0.6
4,3,30,1,2,6.0,4.0,0.0079,0.43902439024390244
4,3,71,1,2,7.0,4.0,0.1539,0.6290322580645161
4,1,34,1,5,8.0,3.0,0.487,0.41818181818181815
3,2,33,2,3,5.0,2.0,0.1491,0.18181818181818182
3,3,61,1,5,5.0,1.0,0.1603,0.07142857142857142
3,1,67,0,3,5.0,3.0,0.1455,0.05
5,3,68,1,2,4.0,4.0,0.0025,0.23529411764705882
1,1,70,2,5,7.0,1.0,0.1335,0.6461538461538462
2,1,36,0,3,5.0,4.0,0.2733,0.05
1,2,61,0,2,6.0,1.0,0.1639,0.14285714285714285
3,4,58,0,2,2.0,1.0,0.1652,0.24
3,3,36,1,4,8.0,2.0,0.0956,0.35135135135135137
4,1,72,0,3,5.0,1.0,0.0751,0.6333333333333333
4,3,55,1,2,6.0,1.0,0.0389,0.13636363636363635
4,2,69,0,1,7.0,2.0,0.104,0.32432432432432434
3,3,33,1,3,5.0,2.0,0.2759,0.22857142857142856
4,2,68,1,2,3.0,3.0,0.1514,0.14814814814814814
2,2,73,1,3,6.0,2.0,0.1734,0.10095197961959125
3,3,60,2,3,5.0,4.0,0.0792,0.49056603773584906
3,2,42,1,2,8.0,1.0,0.3486,0.41935483870967744
3,1,62,0,4,8.0,4.0,0.0634,0.09523809523809523
5,1,66,1,3,4.0,4.0,0.9242,0.5925925925925926
3,4,61,1,1,2.0,1.0,0.144,0.24
4,3,31,0,3,4.0,1.0,0.8953,0.09375
4,0,71,1,3,5.0,2.0,0.0891,0.0
5,3,20,2,3,4.0,4.0,0.0761,0.28125
4,4,44,0,1,6.0,2.0,0.1221,0.3111111111111111
4,3,33,0,1,5.0,1.0,0.0472,0.1724137931034483
1,2,70,1,2,6.0,4.0,0.2221,0.4915254237288136
3,4,46,0,4,2.0,3.0,0.0147,0.32727272727272727
2,1,69,0,3,6.0,1.0,0.2333,0.403807918478365
3,2,24,1,4,9.0,4.0,0.8728,0.49206349206349204
5,2,64,1,3,2.0,1.0,0.2653,0.4
4,3,51,2,2,8.0,2.0,0.0986,0.24
1,4,29,1,3,2.0,1.0,0.0041,0.5192307692307693
3,1,29,1,1,2.0,4.0,0.1278,0.1956521739130435
3,2,44,1,1,2.0,1.0,0.1623,0.2765957446808511
3,1,51,0,4,4.0,1.0,0.2898,0.4222222222222222
3,3,53,1,3,4.0,3.0,0.0463,0.12903225806451613
1,1,58,0,3,7.0,2.0,0.0696,0.390625
1,1,40,1,3,6.0,4.0,0.3473,0.4444444444444444
4,1,53,0,2,7.0,1.0,0.2609,0.19444444444444445
4,1,34,0,3,7.0,2.0,0.0434,0.15625
4,4,40,0,4,3.0,2.0,0.1121,0.24
3,3,26,1,1,5.0,4.0,0.0434,0.6333333333333333
1,4,72,1,3,6.0,4.0,0.42,0.5172413793103449
2,3,24,1,2,9.0,1.0,0.096,0.25806451612903225
4,1,63,0,2,4.0,2.0,0.1736,0.2222222222222222
3,4,39,1,2,8.0,3.0,0.1048,0.3235294117647059
1,2,68,0,4,10.0,3.0,0.2728,0.25806451612903225
3,4,57,1,5,8.0,3.0,0.2751,0.609375
3,2,73,0,1,5.0,2.0,0.0622,0.2
4,3,52,2,1,7.0,5.0,0.245,0.5185185185185185
3,4,40,1,2,6.0,1.0,0.1611,0.15384615384615385
3,1,22,1,1,8.0,1.0,0.0198,0.6140350877192983
3,2,58,0,1,5.0,4.0,0.8351,0.31869200422292604
4,4,24,1,4,8.0,4.0,0.0324,0.35555555555555557
5,3,71,0,4,5.0,1.0,0.1184,0.403807918478365
2,3,30,1,1,6.0,2.0,0.1468,0.34146341463414637
4,2,43,0,4,8.0,3.0,0.1098,0.609375
4,3,36,1,3,5.0,4.0,0.1997,0.3076923076923077
5,1,58,2,3,8.0,1.0,0.1639,0.36538461538461536
3,1,50,2,3,2.0,2.0,0.599,0.27906976744186046
3,1,53,1,5,3.0,1.0,0.2306,0.05
2,3,41,1,3,10.0,2.0,0.2998,0.4166666666666667
5,1,27,1,1,6.0,2.0,0.0061,0.4230769230769231
4,1,54,0,4,6.0,3.0,0.1779,0.13636363636363635
3,3,61,0,1,4.0,1.0,0.1039,0.09302325581395349
2,3,45,1,4,5.0,1.0,0.1967,0.13636363636363635
1,2,23,1,2,9.0,3.0,0.071,0.543859649122807
3,1,63,0,2,8.0,3.0,0.0035,0.44
4,4,55,1,3,8.0,1.0,0.1246,0.9590438063861169
3,4,39,0,1,1.0,3.0,0.0201,0.27450980392156865
3,4,50,1,4,5.0,2.0,0.0947,0.20833333333333334
5,1,37,1,1,8.0,3.0,0.2533,0.12618997452448905
4,2,61,0,1,9.0,3.0,0.0488,0.5740740740740741
4,3,48,0,1,10.0,1.0,0.2698,0.4423076923076923
2,3,42,2,5,4.0,3.0,0.1093,0.5354025670945157
3,3,51,0,3,5.0,3.0,0.0867,0.24
4,1,63,1,5,6.0,3.0,0.1516,0.25
4,2,64,1,2,6.0,3.0,0.2594,0.35135135135135137
3,4,27,1,3,6.0,2.0,0.2536,0.2222222222222222
3,2,61,1,3,6.0,1.0,0.1394,0.0967741935483871
5,1,48,2,3,7.0,2.0,0.2255,0.1724137931034483
3,3,47,0,2,8.0,1.0,0.0227,0.24
2,4,41,1,3,3.0,3.0,0.2856,0.2776179439538759
4,1,32,1,2,8.0,1.0,0.0438,0.39215686274509803
1,1,62,0,1,2.0,2.0,0.1556,0.3611111111111111
5,1,32,0,3,2.0,3.0,0.2398,0.17391304347826086
4,1,35,1,1,9.0,3.0,0.1642,0.05
3,3,32,1,3,6.0,2.0,0.5283,0.3559322033898305
2,1,71,1,3,4.0,3.0,0.2642,0.07692307692307693
3,2,56,1,2,2.0,4.0,0.1804,0.3793103448275862
2,3,56,2,3,6.0,2.0,0.0238,0.3142857142857143
3,4,20,2,4,4.0,2.0,0.2369,0.23684210526315788
2,4,56,0,1,7.0,2.0,0.0381,0.17391304347826086
3,2,58,1,2,6.0,4.0,0.4673,0.050475989809795625
4,2,70,0,4,8.0,1.0,0.065,0.2903225806451613
3,2,35,2,3,10.0,2.0,0.1794,0.1702127659574468
4,1,55,0,4,8.0,2.0,0.1255,0.14285714285714285
4,1,65,1,3,10.0,4.0,0.0579999999999999,0.1111111111111111
4,2,46,1,3,8.0,2.0,0.1282,0.09523809523809523
5,4,71,1,4,8.0,2.0,0.0968,0.2903225806451613
4,3,65,1,2,7.0,2.0,0.1042,0.25806451612903225
3,2,56,1,1,1.0,3.0,0.1077,0.5576923076923077
3,3,51,1,2,10.0,3.0,0.0886,0.3157894736842105
3,2,50,0,3,5.0,3.0,0.1793,0.3333333333333333
3,1,20,0,2,5.0,2.0,0.1832,0.05
3,2,64,1,5,6.0,2.0,0.1353,0.42857142857142855
3,4,20,2,3,5.0,3.0,0.2746,0.3191489361702128
4,1,25,1,2,5.0,3.0,0.1615,0.3148148148148148
1,2,53,0,3,9.0,1.0,0.0431,0.1724137931034483
3,2,60,1,2,6.0,2.0,0.2138,0.24
3,2,36,1,2,8.0,2.0,0.0886,0.26
1,2,61,2,2,6.0,3.0,0.0659,0.24324324324324326
3,2,72,1,1,8.0,2.0,0.1044,0.3870967741935484
4,2,32,1,5,9.0,4.0,0.0824,0.07692307692307693
4,1,22,1,1,6.0,1.0,0.1663,0.2
3,1,64,1,2,8.0,1.0,0.1117,0.6290322580645161
4,1,39,0,3,3.0,1.0,0.7161,0.11538461538461539
4,3,49,1,3,7.0,2.0,0.1372,0.34210526315789475
3,2,50,2,4,4.0,1.0,0.1538,0.13636363636363635
3,4,64,0,4,6.0,2.0,0.1147,0.2776179439538759
3,4,52,1,4,5.0,1.0,0.4466,0.24
4,1,64,0,5,8.0,2.0,0.0444,0.20833333333333334
3,2,24,0,3,8.0,1.0,0.0054,0.3611111111111111
4,0,29,2,4,9.0,4.0,0.0138,0.0
3,2,35,0,3,7.0,2.0,0.2702,0.1875
2,3,71,2,2,7.0,3.0,0.2164,0.3888888888888889
2,3,24,0,2,2.0,3.0,0.0274,0.32727272727272727
5,4,55,0,5,6.0,4.0,0.1283,0.20689655172413793
1,1,64,1,3,6.0,3.0,0.0139999999999999,0.07692307692307693
4,1,30,0,3,8.0,1.0,0.1401,0.20833333333333334
3,3,28,1,3,8.0,2.0,0.2443,0.1724137931034483
1,2,70,1,2,5.0,1.0,0.2297,0.7319018522420365
3,3,48,0,2,4.0,4.0,0.1225,0.5740740740740741
2,3,60,1,3,4.0,1.0,0.0319,0.48
2,4,53,1,5,8.0,3.0,0.3993,0.4117647058823529
2,4,68,1,3,4.0,2.0,0.6471,0.24
2,1,46,1,4,4.0,1.0,0.159,0.18181818181818182
1,2,67,0,2,5.0,3.0,0.6289,0.20833333333333334
5,4,26,2,4,3.0,3.0,0.3181,0.12618997452448905
5,1,36,1,4,9.0,1.0,0.0278,0.12195121951219512
4,2,62,0,3,6.0,3.0,0.1079,0.12618997452448905
3,3,26,0,4,6.0,4.0,0.1299,0.3235294117647059
2,1,49,1,3,5.0,2.0,0.0125,0.25
1,3,31,1,1,9.0,1.0,0.119,0.4523809523809524
5,2,31,1,3,8.0,2.0,0.0247,0.24
4,4,25,1,3,7.0,2.0,0.2464,0.30303030303030304
4,3,25,0,4,4.0,4.0,0.1275,0.12618997452448905
2,3,59,0,3,6.0,2.0,0.0406,0.24
3,2,73,1,3,8.0,2.0,0.1138,0.07692307692307693
3,4,53,0,5,5.0,2.0,0.5311,0.2
5,0,47,1,2,4.0,1.0,0.0402,0.0
5,2,50,0,3,5.0,2.0,0.1714,0.23333333333333334
3,0,41,1,1,5.0,1.0,0.0415,0.0
2,4,44,0,3,9.0,1.0,0.0924,0.19444444444444445
1,3,59,2,1,8.0,3.0,0.0632,0.28205128205128205
2,2,41,2,4,5.0,3.0,0.1229,0.2
3,3,67,2,5,5.0,1.0,0.1032,0.4117647058823529
5,2,51,1,3,7.0,1.0,0.2395,0.5
4,2,38,1,2,4.0,1.0,0.0717,0.47619047619047616
4,1,27,0,1,9.0,2.0,0.2736,0.24
5,2,55,0,3,2.0,2.0,0.0386,0.0967741935483871
3,4,65,1,2,7.0,4.0,0.1708,0.5098039215686274
3,4,73,1,1,8.0,3.0,0.1726,0.26666666666666666
2,3,23,1,1,8.0,4.0,0.1857,0.38095238095238093
4,1,47,2,1,6.0,5.0,0.8261,0.2653061224489796
4,4,20,0,5,4.0,2.0,0.4779,0.49019607843137253
4,4,33,0,2,7.0,3.0,0.0026,0.16279069767441862
1,4,73,2,3,7.0,4.0,0.106,0.22448979591836735
4,1,49,1,4,8.0,1.0,0.0869,0.54
3,2,49,0,3,5.0,3.0,0.0788,0.20833333333333334
4,4,38,1,5,5.0,2.0,0.1015,0.17857142857142858
4,1,74,1,3,4.0,3.0,0.0849,0.2571428571428571
3,3,67,1,1,8.0,4.0,0.2897,0.14285714285714285
3,3,60,1,3,6.0,4.0,0.0771,0.32432432432432434
3,1,64,0,2,7.0,1.0,0.0494,0.4423076923076923
2,3,24,1,2,6.0,3.0,0.0334,0.17857142857142858
3,3,58,2,5,8.0,4.0,0.1367,0.20588235294117646
3,3,42,1,4,2.0,3.0,0.2426,0.4838709677419355
4,2,32,0,3,8.0,4.0,0.2682,0.5925925925925926
5,3,47,2,4,4.0,3.0,0.0834,0.21875
1,2,22,0,4,9.0,3.0,0.0404,0.4576271186440678
4,4,32,1,3,2.0,4.0,0.0809,0.22308440295604823
4,2,30,0,3,7.0,1.0,0.0313,0.17777777777777778
3,4,32,1,2,10.0,4.0,0.0339,0.24
4,1,67,1,3,6.0,4.0,0.105,0.5471698113207547
2,1,72,1,3,4.0,2.0,0.0071,0.06451612903225806
5,3,51,0,3,7.0,4.0,0.0197,0.17391304347826086
3,4,62,1,3,7.0,1.0,0.4171,0.38243040506751125
4,2,33,0,2,5.0,3.0,0.1643,0.34615384615384615
5,3,37,1,5,3.0,2.0,0.2392,0.24
3,1,64,1,3,6.0,4.0,0.1505,0.1111111111111111
4,2,48,0,3,8.0,4.0,0.1969999999999999,0.09523809523809523
3,3,69,1,1,4.0,3.0,0.2287,0.09375
2,4,61,0,2,5.0,3.0,0.6075,0.30303030303030304
3,4,69,0,5,7.0,1.0,0.7915,0.46153846153846156
4,3,42,2,3,9.0,3.0,0.1599,0.25806451612903225
4,3,41,0,2,4.0,4.0,0.1987,0.3333333333333333
4,4,60,2,4,5.0,2.0,0.0768,0.46153846153846156
1,1,50,1,2,6.0,1.0,0.1784,0.25
4,4,60,2,5,4.0,1.0,0.2818,0.26666666666666666
4,2,46,1,3,8.0,1.0,0.0838,0.17391304347826086
1,1,22,0,3,6.0,1.0,0.2946,0.21428571428571427
1,1,28,0,1,6.0,1.0,0.2728,0.44
4,2,61,1,3,6.0,4.0,0.0138,0.2727272727272727
4,3,55,2,2,8.0,1.0,0.0207,0.15142796942938686
3,4,71,2,1,7.0,2.0,0.1719,0.21212121212121213
3,4,24,2,4,6.0,3.0,0.1875,0.5535714285714286
3,2,28,1,3,5.0,4.0,0.0219,0.19047619047619047
1,4,51,1,2,5.0,4.0,0.1914,0.16666666666666666
3,3,68,2,2,9.0,2.0,0.1662,0.42105263157894735
1,1,72,0,4,4.0,2.0,0.0857,0.05
5,3,42,2,5,10.0,2.0,0.1478,0.5
3,4,60,1,3,4.0,3.0,0.0767,0.4482758620689655
3,1,54,0,3,6.0,3.0,0.1769,0.20833333333333334
3,4,39,0,1,6.0,2.0,0.1677,0.12618997452448905
3,4,58,0,1,4.0,4.0,0.0863,0.5740740740740741
3,2,36,1,3,6.0,1.0,0.0606,0.11363636363636363
5,2,27,0,4,7.0,2.0,0.1084,0.5577110073901206
4,3,24,0,4,8.0,4.0,0.1587,0.4
1,2,29,2,5,7.0,1.0,0.6858,0.21942728159611302
1,3,37,1,3,3.0,4.0,0.0129,0.38333333333333336
1,1,31,1,2,8.0,4.0,0.2646,0.1724137931034483
3,3,60,1,3,4.0,1.0,0.2186,0.13636363636363635
3,4,32,1,2,2.0,3.0,0.1983,0.5740740740740741
4,1,25,0,2,7.0,1.0,0.1483,0.3888888888888889
1,2,23,0,3,4.0,1.0,0.1899,0.09523809523809523
3,3,64,1,3,5.0,3.0,0.1319,0.34285714285714286
3,1,61,1,1,5.0,3.0,0.1821,0.3157894736842105
3,2,20,0,3,6.0,1.0,0.0209,0.07571398471469343
3,2,41,0,2,6.0,3.0,0.1702,0.20833333333333334
3,4,51,1,4,5.0,2.0,0.1123,0.3333333333333333
4,2,23,1,1,7.0,3.0,0.1879,0.2
5,2,71,0,3,5.0,4.0,0.1933,0.3888888888888889
1,4,57,1,3,4.0,2.0,0.1999,0.6129032258064516
1,1,28,2,5,10.0,2.0,0.0573,0.15142796942938686
3,1,66,1,3,8.0,1.0,0.2108,0.5081967213114754
4,4,31,1,3,6.0,2.0,0.063,0.21428571428571427
4,3,41,1,4,6.0,2.0,0.1091,0.17391304347826086
4,2,34,1,3,8.0,1.0,0.0837,0.391304347826087
4,1,74,0,3,6.0,2.0,0.0069999999999999,0.44616880591209646
4,4,30,1,5,6.0,2.0,0.0273,0.15384615384615385
5,4,48,0,1,7.0,1.0,0.0456,0.5846153846153846
3,2,34,1,3,5.0,1.0,0.1506,0.3028559388587737
3,2,55,1,5,4.0,2.0,0.6941,0.38333333333333336
3,1,70,2,3,8.0,2.0,0.1472,0.0967741935483871
4,1,66,1,4,10.0,4.0,0.1823,0.6057118777175474
3,2,70,0,1,8.0,4.0,0.2966,0.36666666666666664
5,4,38,1,3,7.0,3.0,0.2118,0.4222222222222222
3,3,68,0,4,8.0,1.0,0.1751,0.18181818181818182
4,1,66,0,3,5.0,3.0,0.104,0.18604651162790697
3,1,32,1,1,6.0,3.0,0.1669999999999999,0.14814814814814814
3,3,51,1,3,8.0,2.0,0.1754,0.30952380952380953
3,3,47,2,2,5.0,2.0,0.2996,0.13636363636363635
2,3,69,1,3,7.0,1.0,0.1361,0.37735849056603776
3,2,38,0,1,3.0,1.0,0.5636,0.29411764705882354
4,2,37,1,5,1.0,2.0,0.1393,0.125
3,2,62,0,3,4.0,2.0,0.1832,0.16129032258064516
1,2,29,1,3,5.0,4.0,0.0392,0.3389830508474576
3,2,64,1,3,3.0,4.0,0.0925,0.32432432432432434
2,3,37,0,1,9.0,5.0,0.2436,0.34
3,1,50,0,3,8.0,1.0,0.2965,0.2857142857142857
1,2,27,1,3,8.0,1.0,0.1048,0.09523809523809523
3,2,45,0,5,6.0,4.0,0.1224,0.09523809523809523
5,4,73,0,3,8.0,1.0,0.2589,0.17391304347826086
1,1,25,1,2,8.0,3.0,0.0132,0.21951219512195122
3,3,64,0,3,8.0,4.0,0.0262,0.18518518518518517
3,1,53,1,2,4.0,4.0,0.1499,0.11538461538461539
3,1,58,1,3,6.0,2.0,0.1583,0.2647058823529412
2,1,27,1,3,8.0,1.0,0.1685,0.5
3,1,64,1,3,5.0,3.0,0.0991,0.05
5,4,25,2,1,8.0,2.0,0.1629,0.4528301886792453
5,4,33,1,4,4.0,2.0,0.3447,0.15151515151515152
3,1,43,1,2,6.0,4.0,0.0332,0.2
3,3,30,1,4,5.0,2.0,0.1811,0.4482758620689655
3,1,21,1,3,5.0,3.0,0.0713,0.24
3,3,23,0,3,4.0,1.0,0.2553,0.17857142857142858
4,0,46,1,3,8.0,2.0,0.1661,0.0
4,4,47,1,1,5.0,4.0,0.0213,0.2702702702702703
3,3,39,1,3,9.0,3.0,0.1935,0.3269230769230769
5,2,29,1,2,8.0,3.0,0.2655,0.24
4,3,54,1,3,8.0,1.0,0.1191,0.4375
2,4,52,1,5,9.0,4.0,0.2154,0.4807692307692308
3,4,61,1,2,5.0,3.0,0.0959,0.24
3,1,68,0,3,2.0,1.0,0.1935,0.1111111111111111
2,4,40,0,2,9.0,1.0,0.2611,0.45454545454545453
3,4,27,0,2,5.0,3.0,0.8725,0.21428571428571427
3,3,30,1,3,6.0,1.0,0.125,0.25
1,2,23,0,3,7.0,1.0,0.0736,0.3076923076923077
3,2,37,1,2,8.0,4.0,0.1202,0.6229508196721312
4,2,40,1,2,7.0,2.0,0.1247,0.32608695652173914
4,2,41,0,2,5.0,1.0,0.1104,0.20833333333333334
3,4,57,1,1,4.0,4.0,0.02,0.2619047619047619
2,1,59,1,2,8.0,2.0,0.0119,0.38596491228070173
3,4,24,0,5,8.0,3.0,0.1674,0.4444444444444444
4,2,45,0,2,6.0,1.0,0.062,0.375
2,3,26,2,2,5.0,2.0,0.039,0.38461538461538464
3,2,63,1,2,8.0,1.0,0.0919,0.06451612903225806
3,3,73,1,2,5.0,4.0,0.1216,0.24
3,2,43,1,1,8.0,3.0,0.0336,0.21246133614861737
3,4,41,1,3,4.0,3.0,0.1748,0.4153846153846154
2,1,26,0,1,8.0,3.0,0.0462,0.14705882352941177
3,1,46,1,1,5.0,5.0,0.0242,0.5555555555555556
4,2,49,1,3,6.0,4.0,0.4649,0.09523809523809523
1,3,74,0,3,4.0,1.0,0.0278,0.7066638573371388
4,3,43,0,4,5.0,1.0,0.0529,0.23333333333333334
1,2,50,1,4,5.0,2.0,0.1185,0.12903225806451613
2,0,72,1,5,6.0,4.0,0.1325,0.0
4,1,57,1,3,7.0,2.0,0.0592,0.09523809523809523
3,4,46,0,5,6.0,4.0,0.2244,0.14634146341463414
4,1,30,1,1,6.0,3.0,0.2615,0.16279069767441862
3,2,36,1,3,6.0,2.0,0.5721,0.391304347826087
2,2,22,2,3,8.0,3.0,0.0406,0.5185185185185185
5,1,57,0,5,6.0,2.0,0.1078,0.19148936170212766
3,1,42,2,2,1.0,1.0,0.0727,0.20689655172413793
4,1,52,1,3,6.0,4.0,0.1353,0.17142857142857143
5,4,58,1,1,9.0,1.0,0.1306,0.1951219512195122
3,2,28,0,4,6.0,1.0,0.0154,0.17391304347826086
3,1,22,1,3,8.0,3.0,0.5565,0.09523809523809523
4,4,43,1,3,3.0,3.0,0.0139,0.35
4,3,62,0,4,4.0,2.0,0.3466,0.53125
5,3,62,0,5,8.0,4.0,0.1707,0.11627906976744186
3,3,32,1,3,8.0,3.0,0.0087,0.13636363636363635
3,2,42,0,2,6.0,3.0,0.4136,0.20833333333333334
3,2,37,1,3,5.0,4.0,0.0174,0.6129032258064516
5,1,41,0,1,6.0,1.0,0.5982,0.13636363636363635
4,0,31,2,3,7.0,2.0,0.0591,0.0
4,1,31,1,3,7.0,1.0,0.1696,0.15555555555555556
3,2,46,1,3,6.0,1.0,0.1335,0.35
3,2,51,1,3,8.0,3.0,0.1678,0.4888888888888889
5,1,50,1,2,4.0,1.0,0.2319999999999999,0.17142857142857143
3,2,70,1,4,5.0,1.0,0.2406,0.2
4,4,32,1,1,8.0,2.0,0.018,0.22580645161290322
3,2,71,1,3,10.0,4.0,0.2132,0.1875
3,4,45,0,3,6.0,3.0,0.1044,0.24
5,3,30,1,2,3.0,3.0,0.1025,0.24
3,2,48,0,3,7.0,3.0,0.2203,0.5660377358490566
3,2,53,0,2,7.0,4.0,0.1442,0.4290459133832628
2,4,36,1,2,5.0,3.0,0.3138,0.14814814814814814
3,3,71,0,3,4.0,4.0,0.2724,0.24324324324324326
3,1,30,1,4,8.0,1.0,0.2513,0.2647058823529412
3,1,50,2,4,8.0,3.0,0.034,0.20833333333333334
5,4,45,1,4,5.0,1.0,0.1366,0.20833333333333334
3,2,70,1,2,5.0,1.0,0.2982,0.46808510638297873
3,2,66,0,1,6.0,4.0,0.1465,0.23333333333333334
2,3,73,0,3,7.0,4.0,0.1609,0.6615384615384615
4,3,73,2,3,4.0,3.0,0.0194,0.26666666666666666
3,1,43,1,2,4.0,4.0,0.0587,0.23404255319148937
5,2,32,0,3,6.0,4.0,0.7476,0.5692307692307692
5,2,44,0,4,8.0,1.0,0.1498,0.2962962962962963
2,1,64,1,5,6.0,2.0,0.969,0.27450980392156865
4,3,73,0,1,6.0,2.0,0.1772,0.3770491803278688
3,2,55,1,3,7.0,4.0,0.4993,0.5666666666666667
3,1,51,1,3,3.0,1.0,0.1174,0.06451612903225806
