Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,Predicciones
M,41.0,3,Married,Lebanon,Marketing,Directive,9.0,4,63,0,4,7.0,type3,4.0,1
M,31.0,2,Married,Franklin,Sales,Analytical,5.0,3,30,2,2,6.0,type3,1.0,1
F,41.0,4,Married,Clinton,Quality,Behavioral,19.0,4,56,1,4,4.0,type2,4.0,0
M,19.0,4,Married,Washington,Operarions,Analytical,0.0,0,74,0,2,10.0,type3,3.0,1
F,23.0,3,Single,Franklin,Accounting and Finance,Behavioral,4.0,4,69,0,3,5.0,type2,4.0,1
M,34.0,3,Married,Lebanon,Quality,Behavioral,7.0,1,53,2,4,8.0,type2,3.0,0
M,29.0,3,Married,Springfield,Production,Conceptual,5.0,3,46,1,3,9.0,type3,2.0,1
M,55.0,3,Single,Franklin,Accounting and Finance,Directive,32.0,3,63,1,4,6.0,type2,1.0,1
M,52.0,2,Single,Lebanon,Logistics,Conceptual,28.0,4,31,1,2,3.0,type2,3.0,1
M,45.0,4,Married,Clinton,IT,Conceptual,7.0,1,65,1,2,5.0,type3,3.0,0
F,57.0,4,Married,Lebanon,R&D,Analytical,24.0,1,37,0,4,8.0,type3,1.0,1
M,60.0,3,Married,Lebanon,Sales,Analytical,27.0,3,38,1,3,4.0,type2,1.0,0
F,54.0,5,Married,Springfield,Operarions,Conceptual,16.0,2,44,0,4,8.0,type2,1.0,1
F,35.0,3,Married,Springfield,Quality,Behavioral,7.0,1,44,1,2,8.0,type2,4.0,1
M,64.0,4,Single,Lebanon,Operarions,Conceptual,38.0,2,63,0,2,4.0,type0,2.0,1
F,35.0,5,Married,Lebanon,Sales,Conceptual,13.0,3,51,0,2,3.0,type1,3.0,1
F,22.0,3,Single,Franklin,Marketing,Conceptual,3.0,3,58,1,4,5.0,type3,2.0,1
M,27.0,4,Married,Lebanon,Purchasing,Conceptual,5.0,2,54,1,3,5.0,type3,3.0,1
F,49.0,3,Single,Springfield,IT,Directive,10.0,1,59,1,2,3.0,type2,4.0,1
F,65.0,1,Married,Lebanon,Human Resource Management,Analytical,32.0,1,72,0,3,5.0,type3,3.0,0
F,34.0,4,Single,Franklin,Logistics,Analytical,9.0,2,58,0,4,7.0,type2,2.0,1
M,21.0,4,Single,Franklin,Operarions,Directive,2.0,2,25,0,2,4.0,type3,1.0,0
F,37.0,4,Married,Franklin,Security,Analytical,10.0,4,40,1,3,9.0,type2,4.0,1
F,46.0,3,Single,Springfield,Human Resource Management,Directive,12.0,2,44,0,2,7.0,type2,3.0,1
F,29.0,2,Single,Lebanon,Accounting and Finance,Analytical,5.0,1,45,2,5,5.0,type2,3.0,0
F,50.0,3,Married,Washington,Marketing,Conceptual,24.0,3,72,2,2,7.0,type2,2.0,0
M,50.0,5,Married,Franklin,Operarions,Behavioral,16.0,4,65,1,3,8.0,type2,4.0,0
F,38.0,1,Single,Springfield,Human Resource Management,Directive,14.0,1,57,1,4,8.0,type2,1.0,1
F,32.0,3,Married,Franklin,Quality,Conceptual,6.0,3,54,1,3,5.0,type2,2.0,0
F,24.0,2,Married,Franklin,IT,Behavioral,5.0,3,33,0,3,8.0,type2,3.0,1
F,47.0,5,Married,Washington,IT,Directive,13.0,3,44,1,2,6.0,type2,1.0,1
M,52.0,3,Married,Springfield,IT,Analytical,20.0,4,54,1,3,6.0,type3,3.0,0
F,36.0,1,Single,Springfield,Logistics,Conceptual,13.0,4,70,0,4,5.0,type2,1.0,0
F,24.0,4,Married,Springfield,Operarions,Analytical,5.0,3,45,1,2,5.0,type2,1.0,1
M,48.0,4,Single,Lebanon,Purchasing,Behavioral,20.0,1,36,0,2,6.0,type2,3.0,0
F,43.0,3,Single,Springfield,IT,Directive,4.0,3,61,0,1,4.0,type2,1.0,0
F,45.0,1,Single,Franklin,IT,Conceptual,20.0,4,72,2,2,7.0,type3,2.0,1
F,34.0,4,Married,Lebanon,IT,Behavioral,6.0,1,38,0,2,7.0,type2,3.0,0
F,54.0,4,Single,Lebanon,IT,Analytical,15.0,1,51,0,5,4.0,type2,4.0,0
F,27.0,4,Single,Springfield,R&D,Behavioral,3.0,3,73,1,3,6.0,type2,4.0,1
F,24.0,4,Single,Franklin,R&D,Conceptual,5.0,1,62,0,4,5.0,type2,4.0,1
M,45.0,3,Single,Franklin,Sales,Conceptual,9.0,1,56,1,1,7.0,type2,1.0,1
M,36.0,3,Single,Franklin,Purchasing,Analytical,12.0,2,38,1,2,4.0,type2,2.0,1
M,42.0,1,Married,Springfield,Purchasing,Directive,15.0,4,58,1,2,6.0,type3,3.0,1
F,25.0,3,Single,Lebanon,Operarions,Analytical,6.0,2,20,1,4,6.0,type2,1.0,0
F,65.0,3,Married,Lebanon,Logistics,Conceptual,31.0,4,23,0,3,7.0,type1,3.0,0
F,19.0,2,Single,Springfield,R&D,Behavioral,0.0,0,49,0,3,4.0,type2,1.0,0
M,38.0,1,Single,Lebanon,Production,Conceptual,9.0,1,37,1,3,8.0,type2,3.0,1
F,27.0,3,Single,Franklin,Logistics,Conceptual,3.0,1,68,0,3,2.0,type2,1.0,0
M,44.0,3,Single,Washington,R&D,Analytical,11.0,1,57,2,1,9.0,type2,1.0,0
F,32.0,2,Married,Lebanon,Sales,Analytical,9.0,4,32,1,1,8.0,type2,4.0,0
F,51.0,2,Married,Franklin,Logistics,Analytical,14.0,1,64,1,5,6.0,type2,2.0,1
F,60.0,3,Single,Franklin,Logistics,Conceptual,27.0,2,32,2,2,5.0,type3,3.0,1
M,28.0,1,Single,Franklin,Operarions,Conceptual,5.0,2,28,1,1,8.0,type4,1.0,0
M,26.0,3,Married,Franklin,Accounting and Finance,Directive,4.0,2,46,1,5,8.0,type2,1.0,1
M,48.0,1,Single,Lebanon,Production,Directive,18.0,3,26,0,3,2.0,type3,1.0,1
M,39.0,3,Married,Franklin,IT,Behavioral,11.0,3,48,1,3,9.0,type2,3.0,0
F,37.0,3,Single,Washington,Human Resource Management,Analytical,8.0,3,55,1,3,9.0,type2,2.0,0
F,24.0,1,Married,Franklin,Human Resource Management,Analytical,5.0,3,65,0,3,9.0,type2,4.0,0
M,20.0,3,Married,Springfield,Operarions,Analytical,1.0,1,67,0,3,5.0,type3,3.0,1
M,23.0,2,Married,Springfield,Logistics,Directive,4.0,4,30,2,2,7.0,type3,3.0,1
M,49.0,4,Single,Lebanon,Operarions,Conceptual,13.0,1,47,2,1,6.0,type0,5.0,1
M,48.0,3,Married,Lebanon,Sales,Behavioral,26.0,3,20,0,2,8.0,type3,1.0,1
F,54.0,3,Married,Clinton,R&D,Behavioral,22.0,1,49,1,1,4.0,type2,1.0,1
M,28.0,3,Single,Springfield,Logistics,Behavioral,4.0,3,28,2,3,8.0,type3,1.0,0
M,32.0,2,Married,Springfield,R&D,Behavioral,5.0,4,39,1,1,4.0,type2,1.0,1
F,61.0,1,Single,Springfield,Sales,Behavioral,28.0,4,55,2,3,10.0,type2,1.0,0
M,38.0,2,Single,Lebanon,Sales,Behavioral,9.0,4,24,1,4,5.0,type3,1.0,1
M,43.0,3,Married,Lebanon,R&D,Behavioral,14.0,1,29,1,2,6.0,type3,3.0,1
M,59.0,4,Single,Washington,IT,Directive,35.0,1,60,2,3,6.0,type3,3.0,0
F,39.0,3,Married,Springfield,Marketing,Analytical,11.0,1,60,0,3,8.0,type2,4.0,1
F,42.0,4,Married,Lebanon,R&D,Conceptual,17.0,3,68,0,1,5.0,type3,3.0,0
M,29.0,3,Married,Springfield,Sales,Behavioral,7.0,2,49,1,3,9.0,type2,4.0,0
M,45.0,1,Married,Clinton,IT,Conceptual,15.0,2,39,1,2,9.0,type3,3.0,0
F,26.0,1,Married,Washington,Accounting and Finance,Directive,2.0,2,33,1,2,5.0,type3,4.0,0
F,26.0,3,Single,Springfield,Human Resource Management,Directive,4.0,1,35,2,3,5.0,type3,4.0,0
M,32.0,2,Married,Washington,IT,Directive,5.0,3,72,0,3,8.0,type3,3.0,1
F,50.0,3,Single,Springfield,Sales,Behavioral,15.0,2,41,0,3,5.0,type2,4.0,1
M,43.0,4,Single,Lebanon,Marketing,Analytical,11.0,1,59,1,2,5.0,type2,4.0,1
F,54.0,3,Married,Lebanon,Sales,Conceptual,20.0,1,26,1,4,6.0,type2,4.0,0
F,52.0,4,Married,Franklin,IT,Conceptual,16.0,4,53,0,5,6.0,type2,1.0,1
F,27.0,4,Married,Lebanon,Logistics,Behavioral,5.0,4,50,0,3,2.0,type2,4.0,1
F,42.0,3,Single,Franklin,Operarions,Behavioral,15.0,3,63,0,2,8.0,type3,2.0,0
F,43.0,2,Married,Washington,Human Resource Management,Analytical,14.0,1,55,1,3,6.0,type2,3.0,1
M,20.0,3,Single,Franklin,Sales,Conceptual,1.0,1,40,0,5,5.0,type2,3.0,1
F,26.0,4,Married,Springfield,R&D,Analytical,3.0,1,39,0,3,3.0,type2,1.0,1
M,22.0,1,Single,Springfield,Production,Analytical,3.0,1,31,0,1,3.0,type2,3.0,1
F,49.0,4,Single,Franklin,Logistics,Conceptual,12.0,2,69,0,2,8.0,type2,3.0,0
F,60.0,3,Single,Springfield,Operarions,Directive,38.0,2,37,0,3,5.0,type3,4.0,1
M,49.0,3,Married,Washington,Operarions,Directive,13.0,3,23,1,4,6.0,type2,4.0,1
M,20.0,3,Married,Clinton,Marketing,Behavioral,1.0,1,62,2,3,2.0,type2,3.0,0
F,22.0,5,Married,Washington,Logistics,Conceptual,3.0,1,38,1,2,1.0,type3,3.0,0
F,44.0,3,Married,Springfield,Logistics,Behavioral,22.0,3,30,0,3,4.0,type2,1.0,0
F,30.0,4,Single,Lebanon,IT,Behavioral,6.0,1,24,1,4,5.0,type4,2.0,0
F,45.0,4,Married,Franklin,IT,Analytical,9.0,2,49,1,3,9.0,type2,4.0,0
F,52.0,4,Married,Franklin,Sales,Directive,18.0,1,41,2,3,4.0,type2,3.0,0
F,54.0,4,Single,Lebanon,IT,Conceptual,31.0,4,26,0,4,6.0,type2,4.0,0
M,36.0,4,Married,Lebanon,IT,Analytical,11.0,3,22,2,1,9.0,type2,2.0,1
F,28.0,2,Married,Lebanon,IT,Conceptual,6.0,3,22,1,3,3.0,type2,3.0,1
F,65.0,4,Married,Washington,IT,Directive,43.0,1,48,1,2,5.0,type2,4.0,0
M,31.0,3,Married,Washington,Sales,Analytical,7.0,1,30,0,1,7.0,type2,1.0,0
F,62.0,4,Single,Franklin,Operarions,Behavioral,36.0,4,27,1,4,10.0,type3,1.0,0
M,30.0,4,Single,Lebanon,Purchasing,Analytical,6.0,2,32,1,3,9.0,type2,1.0,0
F,35.0,3,Married,Springfield,Logistics,Conceptual,12.0,1,38,1,4,7.0,type2,1.0,1
F,20.0,3,Single,Clinton,Logistics,Directive,1.0,1,74,1,5,6.0,type2,2.0,1
M,49.0,4,Married,Springfield,Operarions,Conceptual,12.0,3,74,1,2,8.0,type3,4.0,1
F,34.0,3,Married,Lebanon,Operarions,Directive,6.0,1,70,1,1,10.0,type2,1.0,0
F,24.0,3,Single,Franklin,Operarions,Directive,5.0,3,60,1,5,9.0,type3,3.0,1
M,52.0,4,Married,Springfield,Human Resource Management,Directive,27.0,2,62,0,3,9.0,type2,1.0,1
M,31.0,4,Married,Franklin,Operarions,Behavioral,7.0,2,28,1,1,1.0,type2,2.0,0
F,42.0,1,Married,Washington,Logistics,Analytical,10.0,1,42,1,2,4.0,type2,3.0,1
F,25.0,3,Married,Washington,Human Resource Management,Analytical,6.0,1,48,0,2,4.0,type2,2.0,1
F,50.0,4,Married,Lebanon,Operarions,Behavioral,27.0,1,49,1,4,8.0,type3,1.0,0
F,32.0,4,Married,Franklin,R&D,Directive,3.0,3,31,0,3,4.0,type2,1.0,1
F,24.0,4,Married,Springfield,IT,Analytical,5.0,1,22,1,2,4.0,type2,4.0,0
F,54.0,1,Single,Lebanon,R&D,Analytical,22.0,4,49,2,2,8.0,type2,3.0,1
M,39.0,3,Married,Franklin,IT,Behavioral,11.0,3,48,1,3,9.0,type2,3.0,0
F,33.0,4,Married,Springfield,R&D,Analytical,8.0,2,35,0,2,4.0,type2,2.0,0
F,28.0,1,Single,Springfield,Sales,Directive,6.0,4,70,1,2,4.0,type3,3.0,1
M,25.0,4,Married,Lebanon,Sales,Directive,6.0,4,52,0,3,6.0,type2,2.0,0
F,25.0,3,Married,Franklin,Human Resource Management,Directive,6.0,1,23,0,3,8.0,type3,1.0,0
M,29.0,3,Single,Franklin,Sales,Conceptual,6.0,4,45,0,3,7.0,type3,4.0,1
M,36.0,3,Married,Lebanon,Logistics,Analytical,14.0,3,24,1,4,4.0,type3,3.0,0
M,22.0,2,Single,Lebanon,Sales,Analytical,3.0,3,45,1,3,1.0,type2,2.0,1
F,19.0,3,Single,Lebanon,R&D,Directive,0.0,0,59,1,3,6.0,type2,2.0,0
F,31.0,4,Married,Springfield,Production,Analytical,6.0,4,38,1,2,6.0,type2,3.0,1
M,41.0,4,Married,Lebanon,IT,Analytical,4.0,1,50,2,3,4.0,type2,1.0,0
M,45.0,3,Married,Lebanon,IT,Directive,21.0,4,34,0,2,5.0,type3,4.0,0
F,47.0,3,Married,Lebanon,Operarions,Directive,20.0,2,29,2,5,6.0,type2,3.0,0
M,45.0,5,Married,Clinton,Operarions,Behavioral,11.0,4,33,0,3,8.0,type2,3.0,1
F,41.0,4,Married,Franklin,IT,Conceptual,2.0,2,29,0,4,6.0,type3,4.0,0
M,46.0,3,Married,Washington,Logistics,Analytical,20.0,2,66,0,1,8.0,type2,3.0,0
F,49.0,5,Married,Springfield,Operarions,Analytical,10.0,4,24,1,3,8.0,type3,1.0,1
F,37.0,4,Married,Clinton,Sales,Directive,10.0,2,44,2,4,1.0,type0,1.0,1
M,36.0,4,Single,Lebanon,Quality,Conceptual,10.0,2,23,1,5,10.0,type3,1.0,1
M,33.0,2,Married,Franklin,Accounting and Finance,Directive,10.0,4,61,0,2,5.0,type2,3.0,1
M,38.0,4,Single,Springfield,Production,Analytical,9.0,3,28,0,5,6.0,type3,5.0,1
M,54.0,3,Married,Lebanon,Operarions,Directive,26.0,4,58,1,1,4.0,type2,2.0,0
F,47.0,4,Single,Lebanon,Logistics,Behavioral,15.0,1,65,1,3,6.0,type2,2.0,0
M,58.0,3,Single,Springfield,Logistics,Directive,28.0,1,64,0,3,7.0,type2,4.0,1
F,25.0,4,Single,Clinton,Marketing,Behavioral,6.0,3,31,2,2,7.0,type3,2.0,0
F,55.0,5,Married,Franklin,Operarions,Conceptual,32.0,1,43,1,4,6.0,type0,1.0,1
F,25.0,2,Single,Washington,Logistics,Conceptual,6.0,4,63,0,5,9.0,type3,4.0,1
F,29.0,3,Single,Lebanon,IT,Behavioral,7.0,4,68,0,3,8.0,type2,4.0,1
M,27.0,3,Married,Franklin,Logistics,Directive,3.0,1,42,1,2,8.0,type2,4.0,0
F,37.0,5,Single,Springfield,Logistics,Behavioral,10.0,1,64,2,4,9.0,type2,4.0,0
M,28.0,4,Single,Lebanon,Logistics,Conceptual,6.0,2,33,1,1,7.0,type2,2.0,0
M,50.0,3,Single,Springfield,Security,Conceptual,22.0,1,41,1,2,9.0,type3,3.0,1
F,19.0,1,Single,Washington,Logistics,Analytical,0.0,0,49,1,1,8.0,type2,4.0,1
M,53.0,4,Married,Washington,Quality,Analytical,25.0,4,55,1,2,5.0,type3,2.0,0
F,40.0,3,Married,Washington,Sales,Analytical,12.0,3,39,0,2,7.0,type2,3.0,1
M,37.0,2,Married,Clinton,IT,Analytical,12.0,1,57,2,1,8.0,type3,2.0,1
F,35.0,1,Married,Springfield,Production,Analytical,7.0,2,39,1,4,2.0,type3,5.0,1
F,53.0,4,Married,Lebanon,IT,Behavioral,20.0,3,28,2,1,4.0,type2,3.0,1
F,23.0,4,Married,Springfield,IT,Directive,4.0,4,30,0,2,9.0,type2,2.0,1
M,42.0,4,Married,Washington,IT,Behavioral,12.0,4,71,1,3,5.0,type2,4.0,0
F,35.0,4,Married,Lebanon,Purchasing,Analytical,7.0,1,50,0,1,4.0,type3,3.0,0
F,41.0,2,Married,Franklin,Logistics,Behavioral,3.0,1,44,0,3,8.0,type2,1.0,0
F,38.0,5,Married,Lebanon,R&D,Directive,10.0,1,39,1,3,9.0,type3,1.0,0
F,51.0,2,Married,Franklin,Logistics,Analytical,14.0,1,64,1,5,6.0,type2,2.0,1
M,52.0,2,Married,Lebanon,IT,Conceptual,20.0,3,26,2,2,5.0,type2,2.0,0
M,53.0,3,Married,Clinton,R&D,Behavioral,20.0,2,27,2,2,7.0,type3,1.0,1
F,54.0,3,Married,Clinton,R&D,Behavioral,22.0,1,49,1,1,4.0,type2,1.0,1
M,48.0,4,Married,Springfield,Logistics,Directive,14.0,3,23,1,2,4.0,type2,4.0,1
F,65.0,1,Single,Washington,IT,Directive,29.0,4,41,0,3,7.0,type2,1.0,1
M,43.0,4,Married,Washington,Quality,Directive,7.0,1,30,0,4,7.0,type3,1.0,1
F,41.0,3,Married,Lebanon,Logistics,Behavioral,13.0,4,41,1,5,4.0,type2,3.0,1
F,23.0,3,Married,Franklin,Human Resource Management,Conceptual,4.0,4,56,1,3,4.0,type3,1.0,0
M,27.0,3,Married,Franklin,Logistics,Directive,3.0,1,42,1,2,8.0,type2,4.0,0
M,32.0,1,Married,Lebanon,R&D,Analytical,5.0,4,24,1,3,5.0,type2,3.0,1
F,26.0,3,Single,Lebanon,Logistics,Directive,4.0,3,23,1,4,4.0,type2,4.0,1
F,33.0,3,Married,Lebanon,Operarions,Directive,10.0,4,52,1,1,8.0,type2,1.0,0
M,54.0,3,Married,Clinton,Accounting and Finance,Conceptual,30.0,3,56,0,4,5.0,type1,3.0,1
M,27.0,1,Married,Lebanon,Sales,Analytical,4.0,3,59,2,1,2.0,type2,2.0,1
F,54.0,3,Single,Clinton,R&D,Conceptual,21.0,4,68,0,2,2.0,type2,2.0,1
F,35.0,3,Single,Springfield,Quality,Directive,10.0,4,27,1,4,8.0,type2,3.0,0
F,51.0,2,Single,Springfield,Operarions,Analytical,12.0,1,60,1,4,8.0,type2,3.0,1
M,25.0,3,Married,Washington,IT,Behavioral,6.0,4,58,0,2,2.0,type2,1.0,0
M,30.0,4,Married,Clinton,R&D,Behavioral,8.0,2,27,1,3,2.0,type2,2.0,1
M,32.0,3,Married,Springfield,Logistics,Directive,7.0,3,47,2,2,6.0,type2,4.0,1
F,26.0,3,Married,Springfield,Purchasing,Behavioral,2.0,1,24,1,5,9.0,type3,1.0,1
F,60.0,3,Single,Springfield,Sales,Analytical,25.0,3,43,1,5,8.0,type2,3.0,1
F,44.0,5,Single,Springfield,Logistics,Analytical,17.0,1,33,0,1,2.0,type2,1.0,0
F,58.0,1,Single,Springfield,Logistics,Behavioral,33.0,1,36,1,1,7.0,type2,3.0,1
F,31.0,4,Married,Lebanon,Purchasing,Analytical,8.0,1,53,1,5,4.0,type2,3.0,0
M,22.0,2,Married,Washington,Security,Analytical,3.0,3,20,1,4,3.0,type2,1.0,1
F,35.0,1,Single,Franklin,Logistics,Analytical,6.0,1,47,1,3,6.0,type2,3.0,1
F,52.0,3,Married,Lebanon,IT,Directive,21.0,3,36,1,2,8.0,type3,3.0,0
F,38.0,3,Married,Lebanon,IT,Directive,12.0,1,64,0,4,4.0,type2,1.0,0
F,58.0,3,Married,Clinton,Logistics,Conceptual,21.0,3,47,1,5,4.0,type3,1.0,0
F,26.0,3,Married,Clinton,Human Resource Management,Behavioral,4.0,3,30,1,3,4.0,type2,2.0,0
M,60.0,4,Married,Washington,IT,Directive,26.0,2,43,1,3,4.0,type2,1.0,0
M,65.0,3,Single,Springfield,Logistics,Conceptual,30.0,4,69,0,5,7.0,type3,1.0,1
M,52.0,4,Married,Franklin,Accounting and Finance,Analytical,28.0,4,30,0,4,6.0,type2,4.0,1
F,34.0,3,Single,Lebanon,Sales,Directive,10.0,3,38,2,2,6.0,type2,1.0,0
F,38.0,5,Married,Washington,Operarions,Conceptual,11.0,3,54,1,2,1.0,type3,3.0,0
M,52.0,4,Married,Franklin,Logistics,Directive,22.0,4,45,1,3,7.0,type2,1.0,0
F,61.0,4,Single,Washington,Sales,Conceptual,25.0,4,53,1,3,4.0,type4,4.0,0
F,60.0,3,Married,Springfield,IT,Directive,27.0,3,45,2,3,6.0,type2,1.0,1
F,22.0,4,Single,Franklin,Sales,Behavioral,3.0,2,36,0,1,6.0,type2,4.0,1
M,46.0,2,Married,Springfield,Sales,Directive,21.0,1,55,0,5,6.0,type3,2.0,1
F,31.0,3,Married,Lebanon,Sales,Behavioral,3.0,1,63,2,4,6.0,type3,4.0,1
F,34.0,3,Married,Springfield,IT,Conceptual,8.0,4,32,1,3,9.0,type3,3.0,0
F,65.0,1,Single,Lebanon,Operarions,Behavioral,39.0,4,55,0,1,4.0,type3,4.0,1
F,60.0,4,Married,Lebanon,Logistics,Analytical,38.0,1,34,1,3,4.0,type2,2.0,0
M,23.0,3,Single,Springfield,Operarions,Conceptual,4.0,3,45,1,2,10.0,type2,3.0,1
M,42.0,4,Married,Lebanon,IT,Directive,14.0,1,65,1,2,6.0,type3,4.0,1
F,47.0,3,Married,Franklin,Marketing,Directive,15.0,3,42,1,3,5.0,type2,3.0,0
M,31.0,4,Married,Springfield,Sales,Analytical,5.0,3,33,1,3,1.0,type2,1.0,0
F,58.0,4,Married,Lebanon,Purchasing,Conceptual,27.0,1,53,2,3,10.0,type2,1.0,0
F,31.0,2,Married,Lebanon,Production,Behavioral,5.0,4,42,0,2,6.0,type4,2.0,1
M,38.0,3,Married,Lebanon,Human Resource Management,Analytical,14.0,3,66,1,2,4.0,type2,3.0,1
M,36.0,4,Married,Springfield,IT,Analytical,13.0,1,28,0,4,6.0,type2,1.0,0
F,24.0,4,Single,Washington,R&D,Analytical,5.0,1,30,0,3,8.0,type2,1.0,0
F,32.0,4,Married,Franklin,Purchasing,Conceptual,7.0,4,59,2,1,5.0,type3,3.0,1
M,23.0,5,Married,Lebanon,R&D,Behavioral,4.0,3,48,1,3,4.0,type2,3.0,1
M,47.0,1,Single,Washington,IT,Directive,20.0,1,39,0,4,2.0,type3,3.0,1
F,46.0,2,Married,Lebanon,Sales,Behavioral,11.0,3,74,0,1,4.0,type2,3.0,1
M,38.0,3,Married,Franklin,Purchasing,Analytical,11.0,1,46,1,1,9.0,type2,5.0,1
F,65.0,1,Single,Washington,Marketing,Behavioral,34.0,4,40,1,3,4.0,type2,1.0,1
M,34.0,3,Married,Clinton,Operarions,Directive,7.0,2,45,0,1,5.0,type2,2.0,0
F,47.0,1,Single,Washington,Sales,Directive,8.0,4,54,1,3,4.0,type3,1.0,1
F,19.0,3,Single,Springfield,Security,Analytical,0.0,0,40,1,3,5.0,type3,2.0,1
M,52.0,3,Married,Lebanon,Logistics,Conceptual,14.0,4,30,1,3,9.0,type2,1.0,1
F,19.0,4,Single,Washington,Logistics,Analytical,0.0,0,53,0,3,9.0,type2,1.0,1
M,43.0,4,Married,Washington,Human Resource Management,Behavioral,16.0,1,48,1,2,9.0,type3,1.0,0
F,23.0,1,Married,Lebanon,Marketing,Analytical,4.0,1,53,1,2,5.0,type3,3.0,1
F,60.0,5,Single,Franklin,IT,Directive,32.0,4,24,0,1,8.0,type3,2.0,0
M,31.0,3,Single,Springfield,Operarions,Directive,8.0,3,33,0,4,10.0,type2,3.0,1
F,65.0,5,Single,Washington,Accounting and Finance,Directive,38.0,3,62,0,4,6.0,type3,2.0,0
F,35.0,4,Married,Clinton,Purchasing,Behavioral,7.0,4,67,0,2,7.0,type2,3.0,1
F,35.0,1,Married,Springfield,Production,Analytical,7.0,2,39,1,4,2.0,type3,5.0,1
M,56.0,3,Married,Springfield,Operarions,Behavioral,23.0,4,55,1,3,5.0,type2,1.0,0
F,39.0,4,Single,Clinton,R&D,Directive,14.0,3,69,1,4,6.0,type3,1.0,0
M,33.0,5,Married,Clinton,Logistics,Directive,8.0,4,65,1,4,5.0,type2,1.0,0
F,47.0,4,Single,Lebanon,Logistics,Behavioral,15.0,1,65,1,3,6.0,type2,2.0,0
M,22.0,4,Married,Springfield,Operarions,Conceptual,3.0,2,59,2,3,9.0,type3,2.0,1
M,52.0,3,Single,Springfield,Purchasing,Directive,21.0,2,49,1,3,6.0,type2,4.0,0
F,22.0,3,Married,Clinton,IT,Directive,3.0,2,21,0,4,6.0,type3,1.0,0
F,24.0,3,Married,Lebanon,Sales,Analytical,5.0,2,67,0,3,2.0,type1,1.0,1
F,42.0,5,Married,Lebanon,Operarions,Behavioral,7.0,3,60,1,5,6.0,type3,1.0,0
M,22.0,3,Single,Washington,Quality,Directive,3.0,3,42,1,3,8.0,type2,1.0,0
M,38.0,4,Married,Lebanon,IT,Behavioral,15.0,4,62,1,5,7.0,type2,3.0,1
M,28.0,3,Married,Springfield,R&D,Directive,5.0,3,23,0,3,4.0,type3,1.0,0
M,48.0,4,Married,Washington,Logistics,Analytical,15.0,3,73,0,3,8.0,type0,1.0,0
F,23.0,5,Married,Franklin,Operarions,Behavioral,4.0,1,20,1,2,6.0,type3,3.0,1
F,54.0,2,Single,Clinton,IT,Conceptual,18.0,4,55,1,2,9.0,type2,4.0,0
M,36.0,4,Single,Springfield,Logistics,Conceptual,11.0,3,66,2,4,7.0,type2,3.0,1
F,20.0,4,Married,Lebanon,Sales,Conceptual,1.0,1,37,1,4,10.0,type2,3.0,0
F,34.0,5,Married,Washington,Operarions,Conceptual,12.0,3,66,1,5,3.0,type2,1.0,1
F,40.0,3,Married,Springfield,Human Resource Management,Directive,16.0,4,29,1,3,8.0,type2,4.0,0
M,41.0,1,Single,Franklin,Sales,Conceptual,8.0,4,65,1,3,4.0,type2,2.0,1
M,37.0,4,Married,Franklin,IT,Behavioral,13.0,3,66,1,2,5.0,type2,1.0,0
F,30.0,5,Single,Springfield,IT,Conceptual,7.0,4,33,0,3,7.0,type1,3.0,1
F,32.0,3,Married,Springfield,R&D,Directive,4.0,4,38,1,5,7.0,type2,4.0,0
F,55.0,3,Married,Washington,Sales,Behavioral,24.0,3,38,1,3,7.0,type3,2.0,0
M,52.0,3,Married,Franklin,Purchasing,Directive,24.0,2,73,0,3,5.0,type3,2.0,1
F,21.0,1,Single,Clinton,Quality,Analytical,2.0,2,70,1,2,4.0,type4,1.0,0
M,65.0,3,Single,Lebanon,Accounting and Finance,Directive,31.0,2,48,1,2,8.0,type3,2.0,0
F,35.0,4,Married,Franklin,Accounting and Finance,Behavioral,11.0,4,26,1,2,7.0,type2,3.0,0
M,45.0,4,Married,Lebanon,Purchasing,Directive,19.0,3,23,0,3,8.0,type2,3.0,0
F,54.0,3,Single,Clinton,R&D,Conceptual,21.0,4,68,0,2,2.0,type2,2.0,1
F,22.0,2,Married,Lebanon,Production,Behavioral,3.0,2,27,1,4,6.0,type2,2.0,0
F,51.0,4,Married,Springfield,Sales,Behavioral,27.0,4,41,0,1,6.0,type3,3.0,0
F,27.0,4,Single,Springfield,R&D,Behavioral,3.0,3,73,1,3,6.0,type2,4.0,1
M,47.0,1,Single,Washington,R&D,Behavioral,22.0,4,57,0,3,8.0,type3,4.0,0
F,54.0,3,Married,Springfield,Purchasing,Behavioral,25.0,4,62,0,2,7.0,type3,3.0,0
M,35.0,5,Single,Washington,IT,Conceptual,12.0,4,26,1,4,7.0,type2,3.0,0
F,37.0,3,Single,Clinton,Sales,Conceptual,12.0,3,43,1,3,6.0,type3,2.0,1
M,48.0,3,Married,Lebanon,Sales,Behavioral,26.0,3,20,0,2,8.0,type3,1.0,1
M,30.0,1,Married,Springfield,IT,Behavioral,6.0,2,30,2,3,6.0,type1,2.0,1
F,24.0,4,Married,Franklin,Sales,Analytical,5.0,1,54,1,3,7.0,type2,3.0,0
